Model,TaskID,SelectedCloud,SLA,Reason
A2C,3314,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3315,1.0,YES,Balanced decision between SLA and cost
A2C,3316,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3317,1.0,NO,Execution time exceeded SLA deadline
A2C,3318,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3319,1.0,YES,Balanced decision between SLA and cost
A2C,3320,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3321,1.0,YES,Balanced decision between SLA and cost
A2C,3322,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3323,1.0,NO,Execution time exceeded SLA deadline
A2C,3324,1.0,NO,Execution time exceeded SLA deadline
A2C,3325,1.0,NO,Execution time exceeded SLA deadline
A2C,3326,1.0,NO,Execution time exceeded SLA deadline
A2C,3327,1.0,NO,Execution time exceeded SLA deadline
A2C,3328,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3329,1.0,NO,Execution time exceeded SLA deadline
A2C,3330,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3331,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3332,1.0,NO,Execution time exceeded SLA deadline
A2C,3333,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3334,1.0,NO,Execution time exceeded SLA deadline
A2C,3335,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3336,1.0,YES,Balanced decision between SLA and cost
A2C,3337,1.0,NO,Execution time exceeded SLA deadline
A2C,3338,1.0,NO,Execution time exceeded SLA deadline
A2C,3339,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3340,2.0,YES,High cost led to choosing cheaper cloud
A2C,3341,1.0,NO,Execution time exceeded SLA deadline
A2C,3342,1.0,NO,Execution time exceeded SLA deadline
A2C,3343,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3344,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3345,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3346,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3347,1.0,YES,Balanced decision between SLA and cost
A2C,3348,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3349,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3350,1.0,NO,Execution time exceeded SLA deadline
A2C,3351,1.0,NO,Execution time exceeded SLA deadline
A2C,3352,1.0,YES,Balanced decision between SLA and cost
A2C,3353,1.0,NO,Execution time exceeded SLA deadline
A2C,3354,1.0,NO,Execution time exceeded SLA deadline
A2C,3355,1.0,YES,Balanced decision between SLA and cost
A2C,3356,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3357,1.0,YES,Balanced decision between SLA and cost
A2C,3358,1.0,YES,Balanced decision between SLA and cost
A2C,3359,1.0,NO,Execution time exceeded SLA deadline
A2C,3360,1.0,NO,Execution time exceeded SLA deadline
A2C,3361,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3362,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3363,1.0,NO,Execution time exceeded SLA deadline
A2C,3364,1.0,YES,Balanced decision between SLA and cost
A2C,3365,1.0,NO,Execution time exceeded SLA deadline
A2C,3366,1.0,NO,Execution time exceeded SLA deadline
A2C,3367,1.0,NO,Execution time exceeded SLA deadline
A2C,3368,1.0,NO,Execution time exceeded SLA deadline
A2C,3369,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3370,1.0,NO,Execution time exceeded SLA deadline
A2C,3371,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3372,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3373,1.0,YES,Balanced decision between SLA and cost
A2C,3374,1.0,NO,Execution time exceeded SLA deadline
A2C,3375,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3376,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3377,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3378,1.0,NO,Execution time exceeded SLA deadline
A2C,3379,1.0,YES,Balanced decision between SLA and cost
A2C,3380,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3381,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3382,1.0,NO,Execution time exceeded SLA deadline
A2C,3383,1.0,NO,Execution time exceeded SLA deadline
A2C,3384,1.0,YES,Balanced decision between SLA and cost
A2C,3385,1.0,NO,Execution time exceeded SLA deadline
A2C,3386,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3387,1.0,NO,Execution time exceeded SLA deadline
A2C,3388,1.0,NO,Execution time exceeded SLA deadline
A2C,3389,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3390,1.0,NO,Execution time exceeded SLA deadline
A2C,3391,1.0,NO,Execution time exceeded SLA deadline
A2C,3392,1.0,YES,Balanced decision between SLA and cost
A2C,3393,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3394,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3395,1.0,NO,Execution time exceeded SLA deadline
A2C,3396,1.0,NO,Execution time exceeded SLA deadline
A2C,3397,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3398,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3399,1.0,YES,Balanced decision between SLA and cost
A2C,3400,1.0,YES,Balanced decision between SLA and cost
A2C,3401,1.0,NO,Execution time exceeded SLA deadline
A2C,3402,1.0,NO,Execution time exceeded SLA deadline
A2C,3403,1.0,NO,Execution time exceeded SLA deadline
A2C,3404,2.0,YES,High cost led to choosing cheaper cloud
A2C,3405,1.0,NO,Execution time exceeded SLA deadline
A2C,3406,1.0,YES,Balanced decision between SLA and cost
A2C,3407,1.0,NO,Execution time exceeded SLA deadline
A2C,3408,1.0,NO,Execution time exceeded SLA deadline
A2C,3409,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3410,1.0,NO,Execution time exceeded SLA deadline
A2C,3411,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3412,1.0,NO,Execution time exceeded SLA deadline
A2C,3413,1.0,YES,Balanced decision between SLA and cost
A2C,3414,1.0,NO,Execution time exceeded SLA deadline
A2C,3415,1.0,YES,Balanced decision between SLA and cost
A2C,3416,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3417,1.0,YES,Balanced decision between SLA and cost
A2C,3418,2.0,YES,High cost led to choosing cheaper cloud
A2C,3419,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3420,1.0,NO,Execution time exceeded SLA deadline
A2C,3421,1.0,NO,Execution time exceeded SLA deadline
A2C,3422,1.0,NO,Execution time exceeded SLA deadline
A2C,3423,1.0,NO,Execution time exceeded SLA deadline
A2C,3424,1.0,YES,Balanced decision between SLA and cost
A2C,3425,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3426,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3427,1.0,NO,Execution time exceeded SLA deadline
A2C,3428,1.0,NO,Execution time exceeded SLA deadline
A2C,3429,1.0,YES,Balanced decision between SLA and cost
A2C,3430,1.0,NO,Execution time exceeded SLA deadline
A2C,3431,1.0,YES,Balanced decision between SLA and cost
A2C,3432,1.0,NO,Execution time exceeded SLA deadline
A2C,3433,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3434,1.0,YES,Balanced decision between SLA and cost
A2C,3435,1.0,YES,Balanced decision between SLA and cost
A2C,3436,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3437,1.0,YES,Balanced decision between SLA and cost
A2C,3438,1.0,YES,Balanced decision between SLA and cost
A2C,3439,1.0,YES,Balanced decision between SLA and cost
A2C,3440,1.0,NO,Execution time exceeded SLA deadline
A2C,3441,1.0,NO,Execution time exceeded SLA deadline
A2C,3442,1.0,NO,Execution time exceeded SLA deadline
A2C,3443,1.0,NO,Execution time exceeded SLA deadline
A2C,3444,1.0,YES,Balanced decision between SLA and cost
A2C,3445,1.0,YES,Balanced decision between SLA and cost
A2C,3446,1.0,YES,Balanced decision between SLA and cost
A2C,3447,1.0,YES,Balanced decision between SLA and cost
A2C,3448,1.0,YES,Balanced decision between SLA and cost
A2C,3449,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3450,1.0,YES,Balanced decision between SLA and cost
A2C,3451,1.0,NO,Execution time exceeded SLA deadline
A2C,3452,1.0,YES,Balanced decision between SLA and cost
A2C,3453,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3454,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3455,2.0,YES,High cost led to choosing cheaper cloud
A2C,3456,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3457,1.0,YES,Balanced decision between SLA and cost
A2C,3458,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3459,2.0,YES,High cost led to choosing cheaper cloud
A2C,3460,1.0,YES,Balanced decision between SLA and cost
A2C,3461,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3462,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3463,1.0,YES,Balanced decision between SLA and cost
A2C,3464,1.0,YES,Balanced decision between SLA and cost
A2C,3465,1.0,NO,Execution time exceeded SLA deadline
A2C,3466,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3467,1.0,YES,Balanced decision between SLA and cost
A2C,3468,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3469,2.0,YES,High cost led to choosing cheaper cloud
A2C,3470,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3471,1.0,YES,Balanced decision between SLA and cost
A2C,3472,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3473,1.0,NO,Execution time exceeded SLA deadline
A2C,3474,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3475,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3476,1.0,NO,Execution time exceeded SLA deadline
A2C,3477,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3478,1.0,YES,Balanced decision between SLA and cost
A2C,3479,2.0,YES,High cost led to choosing cheaper cloud
A2C,3480,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3481,1.0,YES,Balanced decision between SLA and cost
A2C,3482,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3483,1.0,NO,Execution time exceeded SLA deadline
A2C,3484,1.0,NO,Execution time exceeded SLA deadline
A2C,3485,1.0,NO,Execution time exceeded SLA deadline
A2C,3486,1.0,YES,Balanced decision between SLA and cost
A2C,3487,1.0,YES,Balanced decision between SLA and cost
A2C,3488,1.0,NO,Execution time exceeded SLA deadline
A2C,3489,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3490,1.0,NO,Execution time exceeded SLA deadline
A2C,3491,1.0,YES,Balanced decision between SLA and cost
A2C,3492,1.0,NO,Execution time exceeded SLA deadline
A2C,3493,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3494,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3495,1.0,NO,Execution time exceeded SLA deadline
A2C,3496,1.0,NO,Execution time exceeded SLA deadline
A2C,3497,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3498,1.0,YES,Balanced decision between SLA and cost
A2C,3499,1.0,NO,Execution time exceeded SLA deadline
A2C,3500,1.0,NO,Execution time exceeded SLA deadline
A2C,3501,1.0,NO,Execution time exceeded SLA deadline
A2C,3502,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3503,1.0,YES,Balanced decision between SLA and cost
A2C,3504,1.0,YES,Balanced decision between SLA and cost
A2C,3505,1.0,NO,Execution time exceeded SLA deadline
A2C,3506,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3507,1.0,YES,Balanced decision between SLA and cost
A2C,3508,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3509,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3510,1.0,NO,Execution time exceeded SLA deadline
A2C,3511,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3512,1.0,NO,Execution time exceeded SLA deadline
A2C,3513,1.0,YES,Balanced decision between SLA and cost
A2C,3514,1.0,NO,Execution time exceeded SLA deadline
A2C,3515,1.0,YES,Balanced decision between SLA and cost
A2C,3516,1.0,YES,Balanced decision between SLA and cost
A2C,3517,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3518,1.0,YES,Balanced decision between SLA and cost
A2C,3519,1.0,NO,Execution time exceeded SLA deadline
A2C,3520,1.0,NO,Execution time exceeded SLA deadline
A2C,3521,1.0,NO,Execution time exceeded SLA deadline
A2C,3522,1.0,NO,Execution time exceeded SLA deadline
A2C,3523,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3524,1.0,NO,Execution time exceeded SLA deadline
A2C,3525,1.0,NO,Execution time exceeded SLA deadline
A2C,3526,1.0,NO,Execution time exceeded SLA deadline
A2C,3527,1.0,YES,Balanced decision between SLA and cost
A2C,3528,1.0,YES,Balanced decision between SLA and cost
A2C,3529,1.0,NO,Execution time exceeded SLA deadline
A2C,3530,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3531,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3532,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3533,1.0,NO,Execution time exceeded SLA deadline
A2C,3534,1.0,NO,Execution time exceeded SLA deadline
A2C,3535,1.0,YES,Balanced decision between SLA and cost
A2C,3536,1.0,YES,Balanced decision between SLA and cost
A2C,3537,1.0,YES,Balanced decision between SLA and cost
A2C,3538,1.0,NO,Execution time exceeded SLA deadline
A2C,3539,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3540,1.0,NO,Execution time exceeded SLA deadline
A2C,3541,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3542,1.0,YES,Balanced decision between SLA and cost
A2C,3543,1.0,NO,Execution time exceeded SLA deadline
A2C,3544,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3545,1.0,NO,Execution time exceeded SLA deadline
A2C,3546,1.0,NO,Execution time exceeded SLA deadline
A2C,3547,1.0,YES,Balanced decision between SLA and cost
A2C,3548,1.0,YES,Balanced decision between SLA and cost
A2C,3549,1.0,YES,Balanced decision between SLA and cost
A2C,3550,2.0,YES,High cost led to choosing cheaper cloud
A2C,3551,1.0,YES,Balanced decision between SLA and cost
A2C,3552,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3553,1.0,NO,Execution time exceeded SLA deadline
A2C,3554,2.0,YES,High cost led to choosing cheaper cloud
A2C,3555,1.0,NO,Execution time exceeded SLA deadline
A2C,3556,1.0,YES,Balanced decision between SLA and cost
A2C,3557,2.0,YES,High cost led to choosing cheaper cloud
A2C,3558,1.0,NO,Execution time exceeded SLA deadline
A2C,3559,2.0,YES,High cost led to choosing cheaper cloud
A2C,3560,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3561,1.0,NO,Execution time exceeded SLA deadline
A2C,3562,1.0,NO,Execution time exceeded SLA deadline
A2C,3563,1.0,YES,Balanced decision between SLA and cost
A2C,3564,1.0,NO,Execution time exceeded SLA deadline
A2C,3565,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3566,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3567,1.0,YES,Balanced decision between SLA and cost
A2C,3568,1.0,YES,Balanced decision between SLA and cost
A2C,3569,1.0,YES,Balanced decision between SLA and cost
A2C,3570,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3571,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3572,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3573,2.0,YES,High cost led to choosing cheaper cloud
A2C,3574,1.0,YES,Balanced decision between SLA and cost
A2C,3575,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3576,1.0,YES,Balanced decision between SLA and cost
A2C,3577,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3578,1.0,NO,Execution time exceeded SLA deadline
A2C,3579,1.0,YES,Balanced decision between SLA and cost
A2C,3580,1.0,NO,Execution time exceeded SLA deadline
A2C,3581,1.0,YES,Balanced decision between SLA and cost
A2C,3582,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3583,2.0,YES,High cost led to choosing cheaper cloud
A2C,3584,1.0,NO,Execution time exceeded SLA deadline
A2C,3585,1.0,NO,Execution time exceeded SLA deadline
A2C,3586,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3587,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3588,2.0,YES,High cost led to choosing cheaper cloud
A2C,3589,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3590,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3591,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3592,1.0,NO,Execution time exceeded SLA deadline
A2C,3593,1.0,YES,Balanced decision between SLA and cost
A2C,3594,1.0,YES,Balanced decision between SLA and cost
A2C,3595,1.0,NO,Execution time exceeded SLA deadline
A2C,3596,1.0,YES,Balanced decision between SLA and cost
A2C,3597,1.0,YES,Balanced decision between SLA and cost
A2C,3598,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3599,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3600,1.0,NO,Execution time exceeded SLA deadline
A2C,3601,1.0,NO,Execution time exceeded SLA deadline
A2C,3602,1.0,YES,Balanced decision between SLA and cost
A2C,3603,1.0,YES,Balanced decision between SLA and cost
A2C,3604,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3605,1.0,NO,Execution time exceeded SLA deadline
A2C,3606,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3607,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3608,1.0,NO,Execution time exceeded SLA deadline
A2C,3609,1.0,YES,Balanced decision between SLA and cost
A2C,3610,1.0,NO,Execution time exceeded SLA deadline
A2C,3611,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3612,1.0,YES,Balanced decision between SLA and cost
A2C,3613,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3614,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3615,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3616,1.0,NO,Execution time exceeded SLA deadline
A2C,3617,1.0,NO,Execution time exceeded SLA deadline
A2C,3618,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3619,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3620,1.0,YES,Balanced decision between SLA and cost
A2C,3621,1.0,YES,Balanced decision between SLA and cost
A2C,3622,1.0,NO,Execution time exceeded SLA deadline
A2C,3623,1.0,YES,Balanced decision between SLA and cost
A2C,3624,1.0,YES,Balanced decision between SLA and cost
A2C,3625,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3626,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3627,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3628,1.0,YES,Balanced decision between SLA and cost
A2C,3629,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3630,1.0,NO,Execution time exceeded SLA deadline
A2C,3631,1.0,NO,Execution time exceeded SLA deadline
A2C,3632,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3633,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3634,1.0,YES,Balanced decision between SLA and cost
A2C,3635,1.0,NO,Execution time exceeded SLA deadline
A2C,3636,1.0,YES,Balanced decision between SLA and cost
A2C,3637,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3638,1.0,NO,Execution time exceeded SLA deadline
A2C,3639,1.0,YES,Balanced decision between SLA and cost
A2C,3640,1.0,YES,Balanced decision between SLA and cost
A2C,3641,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3642,1.0,NO,Execution time exceeded SLA deadline
A2C,3643,1.0,NO,Execution time exceeded SLA deadline
A2C,3644,1.0,YES,Balanced decision between SLA and cost
A2C,3645,1.0,NO,Execution time exceeded SLA deadline
A2C,3646,1.0,NO,Execution time exceeded SLA deadline
A2C,3647,1.0,NO,Execution time exceeded SLA deadline
A2C,3648,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3649,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3650,1.0,NO,Execution time exceeded SLA deadline
A2C,3651,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3652,1.0,YES,Balanced decision between SLA and cost
A2C,3653,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3654,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3655,1.0,YES,Balanced decision between SLA and cost
A2C,3656,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3657,1.0,NO,Execution time exceeded SLA deadline
A2C,3658,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3659,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3660,1.0,YES,Balanced decision between SLA and cost
A2C,3661,1.0,YES,Balanced decision between SLA and cost
A2C,3662,1.0,NO,Execution time exceeded SLA deadline
A2C,3663,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3664,1.0,NO,Execution time exceeded SLA deadline
A2C,3665,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3666,1.0,YES,Balanced decision between SLA and cost
A2C,3667,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3668,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3669,1.0,NO,Execution time exceeded SLA deadline
A2C,3670,1.0,NO,Execution time exceeded SLA deadline
A2C,3671,1.0,YES,Balanced decision between SLA and cost
A2C,3672,1.0,YES,Balanced decision between SLA and cost
A2C,3673,2.0,YES,High cost led to choosing cheaper cloud
A2C,3674,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3675,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3676,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3677,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3678,1.0,NO,Execution time exceeded SLA deadline
A2C,3679,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3680,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3681,1.0,NO,Execution time exceeded SLA deadline
A2C,3682,1.0,YES,Balanced decision between SLA and cost
A2C,3683,1.0,NO,Execution time exceeded SLA deadline
A2C,3684,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3685,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3686,1.0,NO,Execution time exceeded SLA deadline
A2C,3687,1.0,NO,Execution time exceeded SLA deadline
A2C,3688,1.0,YES,Balanced decision between SLA and cost
A2C,3689,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3690,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3691,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3692,1.0,NO,Execution time exceeded SLA deadline
A2C,3693,1.0,YES,Balanced decision between SLA and cost
A2C,3694,1.0,YES,Balanced decision between SLA and cost
A2C,3695,1.0,NO,Execution time exceeded SLA deadline
A2C,3696,1.0,NO,Execution time exceeded SLA deadline
A2C,3697,1.0,YES,Balanced decision between SLA and cost
A2C,3698,1.0,NO,Execution time exceeded SLA deadline
A2C,3699,1.0,NO,Execution time exceeded SLA deadline
A2C,3700,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3701,1.0,YES,Balanced decision between SLA and cost
A2C,3702,1.0,NO,Execution time exceeded SLA deadline
A2C,3703,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3704,1.0,NO,Execution time exceeded SLA deadline
A2C,3705,1.0,NO,Execution time exceeded SLA deadline
A2C,3706,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3707,1.0,NO,Execution time exceeded SLA deadline
A2C,3708,1.0,YES,Balanced decision between SLA and cost
A2C,3709,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3710,1.0,NO,Execution time exceeded SLA deadline
A2C,3711,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3712,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3713,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3714,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3715,1.0,YES,Balanced decision between SLA and cost
A2C,3716,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3717,1.0,NO,Execution time exceeded SLA deadline
A2C,3718,1.0,YES,Balanced decision between SLA and cost
A2C,3719,1.0,NO,Execution time exceeded SLA deadline
A2C,3720,1.0,NO,Execution time exceeded SLA deadline
A2C,3721,1.0,YES,Balanced decision between SLA and cost
A2C,3722,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3723,1.0,NO,Execution time exceeded SLA deadline
A2C,3724,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3725,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3726,1.0,NO,Execution time exceeded SLA deadline
A2C,3727,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3728,1.0,NO,Execution time exceeded SLA deadline
A2C,3729,2.0,YES,High cost led to choosing cheaper cloud
A2C,3730,1.0,YES,Balanced decision between SLA and cost
A2C,3731,1.0,NO,Execution time exceeded SLA deadline
A2C,3732,1.0,NO,Execution time exceeded SLA deadline
A2C,3733,1.0,NO,Execution time exceeded SLA deadline
A2C,3734,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3735,1.0,YES,Balanced decision between SLA and cost
A2C,3736,1.0,YES,Balanced decision between SLA and cost
A2C,3737,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3738,1.0,NO,Execution time exceeded SLA deadline
A2C,3739,1.0,YES,Balanced decision between SLA and cost
A2C,3740,1.0,NO,Execution time exceeded SLA deadline
A2C,3741,1.0,YES,Balanced decision between SLA and cost
A2C,3742,1.0,NO,Execution time exceeded SLA deadline
A2C,3743,2.0,YES,High cost led to choosing cheaper cloud
A2C,3744,2.0,YES,High cost led to choosing cheaper cloud
A2C,3745,1.0,NO,Execution time exceeded SLA deadline
A2C,3746,1.0,NO,Execution time exceeded SLA deadline
A2C,3747,1.0,YES,Balanced decision between SLA and cost
A2C,3748,1.0,NO,Execution time exceeded SLA deadline
A2C,3749,1.0,NO,Execution time exceeded SLA deadline
A2C,3750,1.0,YES,Balanced decision between SLA and cost
A2C,3751,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3752,1.0,NO,Execution time exceeded SLA deadline
A2C,3753,1.0,YES,Balanced decision between SLA and cost
A2C,3754,1.0,NO,Execution time exceeded SLA deadline
A2C,3755,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3756,1.0,NO,Execution time exceeded SLA deadline
A2C,3757,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3758,1.0,NO,Execution time exceeded SLA deadline
A2C,3759,1.0,NO,Execution time exceeded SLA deadline
A2C,3760,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3761,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3762,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3763,1.0,YES,Balanced decision between SLA and cost
A2C,3764,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3765,0.0,YES,Long SLA allowed cost-optimized scheduling
A2C,3766,1.0,NO,Execution time exceeded SLA deadline
A2C,3767,2.0,YES,High cost led to choosing cheaper cloud
A2C,3768,1.0,NO,Execution time exceeded SLA deadline
A2C,3769,1.0,NO,Execution time exceeded SLA deadline
A2C,3770,2.0,YES,High cost led to choosing cheaper cloud
A2C,3771,1.0,YES,Balanced decision between SLA and cost
A2C,3772,2.0,YES,High cost led to choosing cheaper cloud
A2C,3773,2.0,YES,High cost led to choosing cheaper cloud
A2C,3774,1.0,YES,Balanced decision between SLA and cost
A2C,3775,1.0,YES,Balanced decision between SLA and cost
A2C,3776,0.0,YES,Long SLA allowed cost-optimized scheduling
